pHvalue,TEMP,EC,Crop,,,,,,,
5.9,29,5,Bajra,,,,,,,
6,29,5,Bajra,,,,,,,
6.1,29,5,Bajra,,,,,,,
6.2,29,5,Bajra,,,,,,,
6.3,29,5,Bajra,,,,,,,
6.4,29,5,Bajra,,,,,,,
6.5,29,5,Bajra,,,,,,,
6.6,29,5,Bajra,,,,,,,
6.7,29,5,Bajra,,,,,,,
6.8,29,5,Bajra,,,,,,,
6.9,29,5,Bajra,,,,,,,
7,29,5,Bajra,,,,,,,
5.5,30,5,Bajra,,,,,,,
5.6,30,5,Bajra,,,,,,,
5.7,30,5,Bajra,,,,,,,
5.8,30,5,Bajra,,,,,,,
5.9,30,5,Bajra,,,,,,,
6,30,5,Bajra,,,,,,,
6.1,30,5,Bajra,,,,,,,
6.2,30,5,Bajra,,,,,,,
6.3,30,5,Bajra,,,,,,,
6.4,30,5,Bajra,,,,,,,
6.5,30,5,Bajra,,,,,,,
6.6,30,5,Bajra,,,,,,,
6.7,30,5,Bajra,,,,,,,
6.8,30,5,Bajra,,,,,,,
6.9,30,5,Bajra,,,,,,,
7,30,5,Bajra,,,,,,,
5.5,31,4,Bajra,,,,,,,
5.6,31,4,Bajra,,,,,,,
5.7,31,4,Bajra,,,,,,,
5.8,31,4,Bajra,,,,,,,
5.9,31,4,Bajra,,,,,,,
6,31,4,Bajra,,,,,,,
6.1,31,4,Bajra,,,,,,,
6.2,31,4,Bajra,,,,,,,
6.3,31,4,Bajra,,,,,,,
6.4,31,4,Bajra,,,,,,,
6.5,31,4,Bajra,,,,,,,
6.6,31,4,Bajra,,,,,,,
6.7,31,4,Bajra,,,,,,,
6.8,31,4,Bajra,,,,,,,
6.9,31,4,Bajra,,,,,,,
7,31,4,Bajra,,,,,,,
5.5,32,2,Bajra,,,,,,,
5.6,32,2,Bajra,,,,,,,
5.7,32,2,Bajra,,,,,,,
5.8,32,2,Bajra,,,,,,,
5.9,32,2,Bajra,,,,,,,
6,32,2,Bajra,,,,,,,
6.1,32,2,Bajra,,,,,,,
6.2,32,2,Bajra,,,,,,,
6.3,32,2,Bajra,,,,,,,
6.4,32,2,Bajra,,,,,,,
6.5,32,2,Bajra,,,,,,,
6.6,32,2,Bajra,,,,,,,
6.7,32,2,Bajra,,,,,,,
6.8,32,2,Bajra,,,,,,,
6.9,32,2,Bajra,,,,,,,
7,32,2,Bajra,,,,,,,
5.5,33,2,Bajra,,,,,,,
5.6,33,2,Bajra,,,,,,,
5.7,33,2,Bajra,,,,,,,
5.8,33,2,Bajra,,,,,,,
5.9,33,2,Bajra,,,,,,,
6,33,2,Bajra,,,,,,,
6.1,33,4,Bajra,,,,,,,
6.2,33,4,Bajra,,,,,,,
6.3,33,4,Bajra,,,,,,,
6.4,33,4,Bajra,,,,,,,
6.5,33,4,Bajra,,,,,,,
6.6,33,4,Bajra,,,,,,,
6.7,33,4,Bajra,,,,,,,
6.8,33,4,Bajra,,,,,,,
6.9,33,4,Bajra,,,,,,,
7,33,4,Bajra,,,,,,,
5.5,34,4,Bajra,,,,,,,
5.6,34,4,Bajra,,,,,,,
5.7,34,4,Bajra,,,,,,,
5.8,34,4,Bajra,,,,,,,
5.9,34,4,Bajra,,,,,,,
6,34,4,Bajra,,,,,,,
6.1,34,4,Bajra,,,,,,,
6.2,34,4,Bajra,,,,,,,
6.3,34,4,Bajra,,,,,,,
6.4,34,4,Bajra,,,,,,,
6.5,34,4,Bajra,,,,,,,
6.6,34,4,Bajra,,,,,,,
6.7,34,4,Bajra,,,,,,,
6.8,34,4,Bajra,,,,,,,
6.9,34,4,Bajra,,,,,,,
7,34,4,Bajra,,,,,,,
5.5,15,6,Maize,,,,,,,
5.6,15,6,Maize,,,,,,,
5.7,15,6,Maize,,,,,,,
5.8,15,6,Maize,,,,,,,
5.9,15,6,Maize,,,,,,,
6,15,6,Maize,,,,,,,
6.1,15,6,Maize,,,,,,,
6.2,15,6,Maize,,,,,,,
6.3,15,6,Maize,,,,,,,
6.4,15,6,Maize,,,,,,,
6.5,15,6,Maize,,,,,,,
6.6,15,6,Maize,,,,,,,
6.7,15,6,Maize,,,,,,,
6.8,15,6,Maize,,,,,,,
6.9,15,6,Maize,,,,,,,
7,15,6,Maize,,,,,,,
5.5,16,6,Maize,,,,,,,
5.6,16,6,Maize,,,,,,,
5.7,16,6,Maize,,,,,,,
5.8,16,6,Maize,,,,,,,
5.9,16,6,Maize,,,,,,,
6,16,6,Maize,,,,,,,
6.1,16,6,Maize,,,,,,,
6.2,16,6,Maize,,,,,,,
6.3,16,6,Maize,,,,,,,
6.4,16,6,Maize,,,,,,,
6.5,16,6,Maize,,,,,,,
6.6,16,6,Maize,,,,,,,
6.7,16,6,Maize,,,,,,,
6.8,16,6,Maize,,,,,,,
6.9,16,6,Maize,,,,,,,
7,16,6,Maize,,,,,,,
5.5,17,6,Maize,,,,,,,
5.6,17,6,Maize,,,,,,,
5.7,17,6,Maize,,,,,,,
5.8,17,6,Maize,,,,,,,
5.9,17,6,Maize,,,,,,,
6,17,6,Maize,,,,,,,
6.1,17,6,Maize,,,,,,,
6.2,17,6,Maize,,,,,,,
6.3,17,6,Maize,,,,,,,
6.4,17,6,Maize,,,,,,,
6.5,17,6,Maize,,,,,,,
6.6,17,6,Maize,,,,,,,
6.7,17,6,Maize,,,,,,,
6.8,17,6,Maize,,,,,,,
6.9,17,6,Maize,,,,,,,
7,17,6,Maize,,,,,,,
5.5,18,6,Maize,,,,,,,
5.6,18,6,Maize,,,,,,,
5.7,18,6,Maize,,,,,,,
5.8,18,6,Maize,,,,,,,
5.9,18,6,Maize,,,,,,,
6,18,6,Maize,,,,,,,
6.1,18,6,Maize,,,,,,,
6.2,18,6,Maize,,,,,,,
6.3,18,6,Maize,,,,,,,
6.4,18,6,Maize,,,,,,,
6.5,18,6,Maize,,,,,,,
6.6,18,6,Maize,,,,,,,
6.7,18,6,Maize,,,,,,,
6.8,18,6,Maize,,,,,,,
6.9,18,6,Maize,,,,,,,
7,18,6,Maize,,,,,,,
5.5,19,6,Maize,,,,,,,
5.6,19,6,Maize,,,,,,,
5.7,19,6,Maize,,,,,,,
5.8,19,6,Maize,,,,,,,
5.9,19,6,Maize,,,,,,,
6,19,7,Maize,,,,,,,
6.1,19,7,Maize,,,,,,,
6.2,19,7,Maize,,,,,,,
6.3,19,7,Maize,,,,,,,
6.4,19,7,Maize,,,,,,,
6.5,19,7,Maize,,,,,,,
6.6,19,7,Maize,,,,,,,
6.7,19,7,Maize,,,,,,,
6.8,19,7,Maize,,,,,,,
6.9,19,7,Maize,,,,,,,
7,19,7,Maize,,,,,,,
5.5,20,6,Maize,,,,,,,
5.6,20,6,Maize,,,,,,,
5.7,20,6,Maize,,,,,,,
5.8,20,6,Maize,,,,,,,
5.9,20,6,Maize,,,,,,,
6,20,6,Maize,,,,,,,
6.1,20,6,Maize,,,,,,,
6.2,20,6,Maize,,,,,,,
6.3,20,6,Maize,,,,,,,
6.4,20,6,Maize,,,,,,,
6.5,20,6,Maize,,,,,,,
6.6,20,6,Maize,,,,,,,
6.7,20,6,Maize,,,,,,,
6.8,20,6,Maize,,,,,,,
6.9,20,6,Maize,,,,,,,
7,20,6,Maize,,,,,,,
5.5,21,6,Maize,,,,,,,
5.6,21,6,Maize,,,,,,,
5.7,21,6,Maize,,,,,,,
5.8,21,6,Maize,,,,,,,
5.9,21,6,Maize,,,,,,,
6,21,8,Maize,,,,,,,
6.1,21,8,Maize,,,,,,,
6.2,21,8,Maize,,,,,,,
6.3,21,8,Maize,,,,,,,
6.4,21,8,Maize,,,,,,,
6.5,21,8,Maize,,,,,,,
6.6,21,8,Maize,,,,,,,
6.7,21,8,Maize,,,,,,,
6.8,21,8,Maize,,,,,,,
6.9,21,8,Maize,,,,,,,
7,21,8,Maize,,,,,,,
5.5,22,9,Maize,,,,,,,
5.6,22,9,Maize,,,,,,,
5.7,22,9,Maize,,,,,,,
5.8,22,9,Maize,,,,,,,
5.9,22,9,Maize,,,,,,,
6,22,9,Maize,,,,,,,
6.1,22,9,Maize,,,,,,,
6.2,22,9,Maize,,,,,,,
6.3,22,9,Maize,,,,,,,
6.4,22,9,Maize,,,,,,,
6.5,22,9,Maize,,,,,,,
6.6,22,9,Maize,,,,,,,
6.7,22,9,Maize,,,,,,,
6.8,22,9,Maize,,,,,,,
6.9,22,9,Maize,,,,,,,
7,22,9,Maize,,,,,,,
5.5,23,6,Maize,,,,,,,
5.6,23,6,Maize,,,,,,,
5.7,23,6,Maize,,,,,,,
5.8,23,6,Maize,,,,,,,
5.9,23,6,Maize,,,,,,,
6,23,6,Maize,,,,,,,
6.1,23,6,Maize,,,,,,,
6.2,23,6,Maize,,,,,,,
6.3,23,6,Maize,,,,,,,
6.4,23,6,Maize,,,,,,,
6.5,23,6,Maize,,,,,,,
6.6,23,6,Maize,,,,,,,
6.7,23,6,Maize,,,,,,,
6.8,23,6,Maize,,,,,,,
6.9,23,6,Maize,,,,,,,
7,23,6,Maize,,,,,,,
5.5,24,6,Maize,,,,,,,
5.6,24,6,Maize,,,,,,,
5.7,24,6,Maize,,,,,,,
5.8,24,6,Maize,,,,,,,
5.9,24,6,Maize,,,,,,,
6,24,6,Maize,,,,,,,
6.1,24,6,Maize,,,,,,,
6.2,24,6,Maize,,,,,,,
6.3,24,6,Maize,,,,,,,
6.4,24,6,Maize,,,,,,,
6.5,24,6,Maize,,,,,,,
6.6,24,6,Maize,,,,,,,
6.7,24,6,Maize,,,,,,,
6.8,24,6,Maize,,,,,,,
6.9,24,6,Maize,,,,,,,
7,24,6,Maize,,,,,,,
5.5,25,2,Maize,,,,,,,
5.6,25,2,Maize,,,,,,,
5.7,25,2,Maize,,,,,,,
5.8,25,2,Maize,,,,,,,
5.9,25,2,Maize,,,,,,,
6,25,2,Maize,,,,,,,
6.1,25,2,Maize,,,,,,,
6.2,25,2,Maize,,,,,,,
6.3,25,2,Maize,,,,,,,
6.4,25,2,Maize,,,,,,,
6.5,25,2,Maize,,,,,,,
6.6,25,2,Maize,,,,,,,
6.7,25,2,Maize,,,,,,,
6.8,25,2,Maize,,,,,,,
6.9,25,2,Maize,,,,,,,
7,25,2,Maize,,,,,,,
5.5,26,6,Maize,,,,,,,
5.6,26,6,Maize,,,,,,,
5.7,26,6,Maize,,,,,,,
5.8,26,6,Maize,,,,,,,
5.9,26,6,Maize,,,,,,,
6,26,6,Maize,,,,,,,
6.1,26,6,Maize,,,,,,,
6.2,26,6,Maize,,,,,,,
6.3,26,6,Maize,,,,,,,
6.4,26,6,Maize,,,,,,,
6.5,26,6,Maize,,,,,,,
6.6,26,6,Maize,,,,,,,
6.7,26,6,Maize,,,,,,,
6.8,26,6,Maize,,,,,,,
6.9,26,6,Maize,,,,,,,
7,26,6,Maize,,,,,,,
5.5,27,8,Maize,,,,,,,
5.6,27,8,Maize,,,,,,,
5.7,27,8,Maize,,,,,,,
5.8,27,8,Maize,,,,,,,
5.9,27,8,Maize,,,,,,,
6,27,8,Maize,,,,,,,
6.1,27,8,Maize,,,,,,,
6.2,27,8,Maize,,,,,,,
6.3,27,8,Maize,,,,,,,
6.4,27,8,Maize,,,,,,,
6.5,27,8,Maize,,,,,,,
6.6,27,8,Maize,,,,,,,
6.7,27,8,Maize,,,,,,,
6.8,27,8,Maize,,,,,,,
6.9,27,8,Maize,,,,,,,
7,27,8,Maize,,,,,,,
6,20,8,Ragi,,,,,,,
6.1,20,8,Ragi,,,,,,,
6.2,20,8,Ragi,,,,,,,
6.3,20,8,Ragi,,,,,,,
6.4,20,8,Ragi,,,,,,,
6.5,20,8,Ragi,,,,,,,
6.6,20,8,Ragi,,,,,,,
6.7,20,8,Ragi,,,,,,,
6.8,20,8,Ragi,,,,,,,
6.9,20,8,Ragi,,,,,,,
7,20,8,Ragi,,,,,,,
7.1,20,8,Ragi,,,,,,,
7.2,20,8,Ragi,,,,,,,
7.3,20,8,Ragi,,,,,,,
7.4,20,8,Ragi,,,,,,,
7.5,20,8,Ragi,,,,,,,
6,21,5,Ragi,,,,,,,
6.1,21,5,Ragi,,,,,,,
6.2,21,5,Ragi,,,,,,,
6.3,21,5,Ragi,,,,,,,
6.4,21,5,Ragi,,,,,,,
6.5,21,5,Ragi,,,,,,,
6.6,21,5,Ragi,,,,,,,
6.7,21,5,Ragi,,,,,,,
6.8,21,5,Ragi,,,,,,,
6.9,21,5,Ragi,,,,,,,
7,21,5,Ragi,,,,,,,
7.1,21,5,Ragi,,,,,,,
7.2,21,5,Ragi,,,,,,,
7.3,21,5,Ragi,,,,,,,
7.4,21,5,Ragi,,,,,,,
7.5,21,5,Ragi,,,,,,,
6,22,4,Ragi,,,,,,,
6.1,22,4,Ragi,,,,,,,
6.2,22,4,Ragi,,,,,,,
6.3,22,4,Ragi,,,,,,,
6.4,22,4,Ragi,,,,,,,
6.5,22,4,Ragi,,,,,,,
6.6,22,4,Ragi,,,,,,,
6.7,22,4,Ragi,,,,,,,
6.8,22,4,Ragi,,,,,,,
6.9,22,4,Ragi,,,,,,,
7,22,4,Ragi,,,,,,,
7.1,22,4,Ragi,,,,,,,
7.2,22,4,Ragi,,,,,,,
7.3,22,4,Ragi,,,,,,,
7.4,22,4,Ragi,,,,,,,
7.5,22,4,Ragi,,,,,,,
6,23,5,Ragi,,,,,,,
6.1,23,5,Ragi,,,,,,,
6.2,23,5,Ragi,,,,,,,
6.3,23,5,Ragi,,,,,,,
6.4,23,5,Ragi,,,,,,,
6.5,23,5,Ragi,,,,,,,
6.6,23,5,Ragi,,,,,,,
6.7,23,5,Ragi,,,,,,,
6.8,23,5,Ragi,,,,,,,
6.9,23,5,Ragi,,,,,,,
7,23,5,Ragi,,,,,,,
7.1,23,5,Ragi,,,,,,,
7.2,23,5,Ragi,,,,,,,
7.3,23,5,Ragi,,,,,,,
7.4,23,5,Ragi,,,,,,,
7.5,23,5,Ragi,,,,,,,
6,24,1,Ragi,,,,,,,
6.1,24,1,Ragi,,,,,,,
6.2,24,1,Ragi,,,,,,,
6.3,24,1,Ragi,,,,,,,
6.4,24,1,Ragi,,,,,,,
6.5,24,1,Ragi,,,,,,,
6.6,24,1,Ragi,,,,,,,
6.7,24,1,Ragi,,,,,,,
6.8,24,1,Ragi,,,,,,,
6.9,24,1,Ragi,,,,,,,
7,24,1,Ragi,,,,,,,
7.1,24,1,Ragi,,,,,,,
7.2,24,1,Ragi,,,,,,,
7.3,24,1,Ragi,,,,,,,
7.4,24,1,Ragi,,,,,,,
7.5,24,1,Ragi,,,,,,,
6,25,3,Ragi,,,,,,,
6.1,25,3,Ragi,,,,,,,
6.2,25,3,Ragi,,,,,,,
6.3,25,3,Ragi,,,,,,,
6.4,25,3,Ragi,,,,,,,
6.5,25,3,Ragi,,,,,,,
6.6,25,3,Ragi,,,,,,,
6.7,25,3,Ragi,,,,,,,
6.8,25,3,Ragi,,,,,,,
6.9,25,3,Ragi,,,,,,,
7,25,3,Ragi,,,,,,,
7.1,25,3,Ragi,,,,,,,
7.2,25,3,Ragi,,,,,,,
7.3,25,3,Ragi,,,,,,,
7.4,25,3,Ragi,,,,,,,
7.5,25,3,Ragi,,,,,,,
6,26,5,Ragi,,,,,,,
6.1,26,5,Ragi,,,,,,,
6.2,26,5,Ragi,,,,,,,
6.3,26,5,Ragi,,,,,,,
6.4,26,5,Ragi,,,,,,,
6.5,26,5,Ragi,,,,,,,
6.6,26,5,Ragi,,,,,,,
6.7,26,5,Ragi,,,,,,,
6.8,26,5,Ragi,,,,,,,
6.9,26,5,Ragi,,,,,,,
7,26,5,Ragi,,,,,,,
7.1,26,5,Ragi,,,,,,,
7.2,26,5,Ragi,,,,,,,
7.3,26,5,Ragi,,,,,,,
7.4,26,5,Ragi,,,,,,,
7.5,26,5,Ragi,,,,,,,
6,27,5,Ragi,,,,,,,
6.1,27,5,Ragi,,,,,,,
6.2,27,5,Ragi,,,,,,,
6.3,27,5,Ragi,,,,,,,
6.4,27,5,Ragi,,,,,,,
6.5,27,5,Ragi,,,,,,,
6.6,27,5,Ragi,,,,,,,
6.7,27,5,Ragi,,,,,,,
6.8,27,5,Ragi,,,,,,,
6.9,27,5,Ragi,,,,,,,
7,27,5,Ragi,,,,,,,
7.1,27,5,Ragi,,,,,,,
7.2,27,5,Ragi,,,,,,,
7.3,27,5,Ragi,,,,,,,
7.4,27,5,Ragi,,,,,,,
7.5,27,5,Ragi,,,,,,,
6,28,5,Ragi,,,,,,,
6.1,28,5,Ragi,,,,,,,
6.2,28,5,Ragi,,,,,,,
6.3,28,5,Ragi,,,,,,,
6.4,28,5,Ragi,,,,,,,
6.5,28,5,Ragi,,,,,,,
6.6,28,5,Ragi,,,,,,,
6.7,28,5,Ragi,,,,,,,
6.8,28,5,Ragi,,,,,,,
6.9,28,5,Ragi,,,,,,,
7,28,5,Ragi,,,,,,,
7.1,28,5,Ragi,,,,,,,
7.2,28,5,Ragi,,,,,,,
7.3,28,5,Ragi,,,,,,,
7.4,28,5,Ragi,,,,,,,
7.5,28,5,Ragi,,,,,,,
6,29,5,Ragi,,,,,,,
6.1,29,5,Ragi,,,,,,,
6.2,29,5,Ragi,,,,,,,
6.3,29,5,Ragi,,,,,,,
6.4,29,5,Ragi,,,,,,,
6.5,29,5,Ragi,,,,,,,
6.6,29,5,Ragi,,,,,,,
6.7,29,5,Ragi,,,,,,,
6.8,29,5,Ragi,,,,,,,
6.9,29,5,Ragi,,,,,,,
7,29,5,Ragi,,,,,,,
7.1,29,5,Ragi,,,,,,,
7.2,29,5,Ragi,,,,,,,
7.3,29,5,Ragi,,,,,,,
7.4,29,5,Ragi,,,,,,,
7.5,29,5,Ragi,,,,,,,
6,30,5,Ragi,,,,,,,
6.1,30,5,Ragi,,,,,,,
6.2,30,5,Ragi,,,,,,,
6.3,30,5,Ragi,,,,,,,
6.4,30,5,Ragi,,,,,,,
6.5,30,5,Ragi,,,,,,,
6.6,30,5,Ragi,,,,,,,
6.7,30,5,Ragi,,,,,,,
6.8,30,5,Ragi,,,,,,,
6.9,30,5,Ragi,,,,,,,
7,30,5,Ragi,,,,,,,
7.1,30,5,Ragi,,,,,,,
7.2,30,5,Ragi,,,,,,,
7.3,30,5,Ragi,,,,,,,
7.4,30,5,Ragi,,,,,,,
7.5,30,5,Ragi,,,,,,,
6,31,5,Ragi,,,,,,,
6.1,31,5,Ragi,,,,,,,
6.2,31,5,Ragi,,,,,,,
6.3,31,5,Ragi,,,,,,,
6.4,31,5,Ragi,,,,,,,
6.5,31,5,Ragi,,,,,,,
6.6,31,5,Ragi,,,,,,,
6.7,31,5,Ragi,,,,,,,
6.8,31,5,Ragi,,,,,,,
6.9,31,5,Ragi,,,,,,,
7,31,5,Ragi,,,,,,,
7.1,31,5,Ragi,,,,,,,
7.2,31,5,Ragi,,,,,,,
7.3,31,5,Ragi,,,,,,,
7.4,31,5,Ragi,,,,,,,
7.5,31,5,Ragi,,,,,,,
6,32,5,Ragi,,,,,,,
6.1,32,5,Ragi,,,,,,,
6.2,32,5,Ragi,,,,,,,
6.3,32,5,Ragi,,,,,,,
6.4,32,5,Ragi,,,,,,,
6.5,32,5,Ragi,,,,,,,
6.6,32,5,Ragi,,,,,,,
6.7,32,5,Ragi,,,,,,,
6.8,32,5,Ragi,,,,,,,
6.9,32,5,Ragi,,,,,,,
7,32,5,Ragi,,,,,,,
7.1,32,5,Ragi,,,,,,,
7.2,32,5,Ragi,,,,,,,
7.3,32,5,Ragi,,,,,,,
7.4,32,5,Ragi,,,,,,,
7.5,32,5,Ragi,,,,,,,
6,33,5,Ragi,,,,,,,
6.1,33,5,Ragi,,,,,,,
6.2,33,5,Ragi,,,,,,,
6.3,33,5,Ragi,,,,,,,
6.4,33,5,Ragi,,,,,,,
6.5,33,5,Ragi,,,,,,,
6.6,33,5,Ragi,,,,,,,
6.7,33,5,Ragi,,,,,,,
6.8,33,5,Ragi,,,,,,,
6.9,33,5,Ragi,,,,,,,
7,33,5,Ragi,,,,,,,
7.1,33,5,Ragi,,,,,,,
7.2,33,5,Ragi,,,,,,,
7.3,33,5,Ragi,,,,,,,
7.4,33,5,Ragi,,,,,,,
7.5,33,5,Ragi,,,,,,,
6,34,5,Ragi,,,,,,,
6.1,34,5,Ragi,,,,,,,
6.2,34,5,Ragi,,,,,,,
6.3,34,5,Ragi,,,,,,,
6.4,34,5,Ragi,,,,,,,
6.5,34,5,Ragi,,,,,,,
6.6,34,5,Ragi,,,,,,,
6.7,34,5,Ragi,,,,,,,
6.8,34,5,Ragi,,,,,,,
6.9,34,5,Ragi,,,,,,,
7,34,5,Ragi,,,,,,,
7.1,34,5,Ragi,,,,,,,
7.2,34,5,Ragi,,,,,,,
7.3,34,5,Ragi,,,,,,,
7.4,34,5,Ragi,,,,,,,
7.5,34,5,Ragi,,,,,,,
6,35,5,Ragi,,,,,,,
6.1,35,5,Ragi,,,,,,,
6.2,35,5,Ragi,,,,,,,
6.3,35,5,Ragi,,,,,,,
6.4,35,5,Ragi,,,,,,,
6.5,35,5,Ragi,,,,,,,
6.6,35,5,Ragi,,,,,,,
6.7,35,5,Ragi,,,,,,,
6.8,35,5,Ragi,,,,,,,
6.9,35,5,Ragi,,,,,,,
7,35,5,Ragi,,,,,,,
7.1,35,5,Ragi,,,,,,,
7.2,35,5,Ragi,,,,,,,
7.3,35,5,Ragi,,,,,,,
7.4,35,5,Ragi,,,,,,,
7.5,35,5,Ragi,,,,,,,
4.5,25,11,Small_Millets,,,,,,,
4.6,25,11,Small_Millets,,,,,,,
4.7,25,11,Small_Millets,,,,,,,
4.8,25,11,Small_Millets,,,,,,,
4.9,25,11,Small_Millets,,,,,,,
5,25,11,Small_Millets,,,,,,,
5.1,25,11,Small_Millets,,,,,,,
5.2,25,11,Small_Millets,,,,,,,
5.3,25,11,Small_Millets,,,,,,,
5.4,25,11,Small_Millets,,,,,,,
5.5,25,11,Small_Millets,,,,,,,
5.6,25,11,Small_Millets,,,,,,,
5.7,25,11,Small_Millets,,,,,,,
5.8,25,11,Small_Millets,,,,,,,
5.9,25,11,Small_Millets,,,,,,,
6,25,11,Small_Millets,,,,,,,
6.1,25,11,Small_Millets,,,,,,,
6.2,25,11,Small_Millets,,,,,,,
6.3,25,11,Small_Millets,,,,,,,
6.4,25,11,Small_Millets,,,,,,,
6.5,25,11,Small_Millets,,,,,,,
6.6,25,11,Small_Millets,,,,,,,
6.7,25,11,Small_Millets,,,,,,,
6.8,25,11,Small_Millets,,,,,,,
6.9,25,11,Small_Millets,,,,,,,
7,25,11,Small_Millets,,,,,,,
7.1,25,11,Small_Millets,,,,,,,
7.2,25,11,Small_Millets,,,,,,,
7.3,25,11,Small_Millets,,,,,,,
7.4,25,11,Small_Millets,,,,,,,
7.5,25,11,Small_Millets,,,,,,,
7.6,25,11,Small_Millets,,,,,,,
7.7,25,11,Small_Millets,,,,,,,
7.8,25,11,Small_Millets,,,,,,,
7.9,25,11,Small_Millets,,,,,,,
8,25,11,Small_Millets,,,,,,,
4.5,26,8,Small_Millets,,,,,,,
4.6,26,8,Small_Millets,,,,,,,
4.7,26,8,Small_Millets,,,,,,,
4.8,26,8,Small_Millets,,,,,,,
4.9,26,8,Small_Millets,,,,,,,
5,26,8,Small_Millets,,,,,,,
5.1,26,8,Small_Millets,,,,,,,
5.2,26,8,Small_Millets,,,,,,,
5.3,26,8,Small_Millets,,,,,,,
5.4,26,8,Small_Millets,,,,,,,
5.5,26,8,Small_Millets,,,,,,,
5.6,26,8,Small_Millets,,,,,,,
5.7,26,8,Small_Millets,,,,,,,
5.8,26,8,Small_Millets,,,,,,,
5.9,26,8,Small_Millets,,,,,,,
6,26,8,Small_Millets,,,,,,,
6.1,26,8,Small_Millets,,,,,,,
6.2,26,8,Small_Millets,,,,,,,
6.3,26,8,Small_Millets,,,,,,,
6.4,26,8,Small_Millets,,,,,,,
6.5,26,8,Small_Millets,,,,,,,
6.6,26,8,Small_Millets,,,,,,,
6.7,26,8,Small_Millets,,,,,,,
6.8,26,8,Small_Millets,,,,,,,
6.9,26,8,Small_Millets,,,,,,,
7,26,8,Small_Millets,,,,,,,
7.1,26,8,Small_Millets,,,,,,,
7.2,26,8,Small_Millets,,,,,,,
7.3,26,8,Small_Millets,,,,,,,
7.4,26,8,Small_Millets,,,,,,,
7.5,26,8,Small_Millets,,,,,,,
7.6,26,8,Small_Millets,,,,,,,
7.7,26,8,Small_Millets,,,,,,,
7.8,26,8,Small_Millets,,,,,,,
7.9,26,8,Small_Millets,,,,,,,
8,26,8,Small_Millets,,,,,,,
4.5,27,8,Small_Millets,,,,,,,
4.6,27,8,Small_Millets,,,,,,,
4.7,27,8,Small_Millets,,,,,,,
4.8,27,8,Small_Millets,,,,,,,
4.9,27,8,Small_Millets,,,,,,,
5,27,8,Small_Millets,,,,,,,
5.1,27,8,Small_Millets,,,,,,,
5.2,27,8,Small_Millets,,,,,,,
5.3,27,8,Small_Millets,,,,,,,
5.4,27,8,Small_Millets,,,,,,,
5.5,27,8,Small_Millets,,,,,,,
5.6,27,8,Small_Millets,,,,,,,
5.7,27,8,Small_Millets,,,,,,,
5.8,27,8,Small_Millets,,,,,,,
5.9,27,8,Small_Millets,,,,,,,
6,27,8,Small_Millets,,,,,,,
6.1,27,8,Small_Millets,,,,,,,
6.2,27,8,Small_Millets,,,,,,,
6.3,27,8,Small_Millets,,,,,,,
6.4,27,8,Small_Millets,,,,,,,
6.5,27,8,Small_Millets,,,,,,,
6.6,27,8,Small_Millets,,,,,,,
6.7,27,8,Small_Millets,,,,,,,
6.8,27,8,Small_Millets,,,,,,,
6.9,27,8,Small_Millets,,,,,,,
7,27,8,Small_Millets,,,,,,,
7.1,27,8,Small_Millets,,,,,,,
7.2,27,8,Small_Millets,,,,,,,
7.3,27,8,Small_Millets,,,,,,,
7.4,27,8,Small_Millets,,,,,,,
7.5,27,8,Small_Millets,,,,,,,
7.6,27,8,Small_Millets,,,,,,,
7.7,27,8,Small_Millets,,,,,,,
7.8,27,8,Small_Millets,,,,,,,
7.9,27,8,Small_Millets,,,,,,,
8,27,8,Small_Millets,,,,,,,
4.5,28,4,Small_Millets,,,,,,,
4.6,28,4,Small_Millets,,,,,,,
4.7,28,4,Small_Millets,,,,,,,
4.8,28,4,Small_Millets,,,,,,,
4.9,28,4,Small_Millets,,,,,,,
5,28,4,Small_Millets,,,,,,,
5.1,28,4,Small_Millets,,,,,,,
5.2,28,4,Small_Millets,,,,,,,
5.3,28,4,Small_Millets,,,,,,,
5.4,28,4,Small_Millets,,,,,,,
5.5,28,4,Small_Millets,,,,,,,
5.6,28,4,Small_Millets,,,,,,,
5.7,28,4,Small_Millets,,,,,,,
5.8,28,4,Small_Millets,,,,,,,
5.9,28,4,Small_Millets,,,,,,,
6,28,4,Small_Millets,,,,,,,
6.1,28,4,Small_Millets,,,,,,,
6.2,28,4,Small_Millets,,,,,,,
6.3,28,4,Small_Millets,,,,,,,
6.4,28,4,Small_Millets,,,,,,,
6.5,28,4,Small_Millets,,,,,,,
6.6,28,4,Small_Millets,,,,,,,
6.7,28,4,Small_Millets,,,,,,,
6.8,28,4,Small_Millets,,,,,,,
6.9,28,4,Small_Millets,,,,,,,
7,28,4,Small_Millets,,,,,,,
7.1,28,4,Small_Millets,,,,,,,
7.2,28,4,Small_Millets,,,,,,,
7.3,28,4,Small_Millets,,,,,,,
7.4,28,4,Small_Millets,,,,,,,
7.5,28,4,Small_Millets,,,,,,,
7.6,28,4,Small_Millets,,,,,,,
7.7,28,4,Small_Millets,,,,,,,
7.8,28,4,Small_Millets,,,,,,,
7.9,28,4,Small_Millets,,,,,,,
8,28,8,Small_Millets,,,,,,,
4.5,28,8,Small_Millets,,,,,,,
4.6,28,8,Small_Millets,,,,,,,
4.7,28,8,Small_Millets,,,,,,,
